id,ocid,year,month,method,internal_type,locality,region,suppliers,buyer,amount,date,title,description,budget
166777,ocds-5wno2w-CE-20200001880958-462114,2020,7,selective,Catálogo electrónico - Mejor oferta,GUAYAQUIL,GUAYAS,Jurado Villagomez Edison Ancizar,EMPRESA ELÉCTRICA PÚBLICA ESTRATÉGICA CORPORACIÓN NACIONAL DE ELECTRICIDAD CNEL EP,114.800000,2020-07-22T00:00:00-05:00,Orden de compra CE-20200001880958,Orden de compra para adquirir los siguientes productos:  ETIQUETAS ADHESIVAS 6.3 X 4.45 T8,114.8
166778,ocds-5wno2w-CE-20200001880959-462114,2020,7,selective,Catálogo electrónico - Mejor oferta,GUAYAQUIL,GUAYAS,COMPAÑIA GENERAL DE COMERCIO COGECOMSA S. A.,EMPRESA ELÉCTRICA PÚBLICA ESTRATÉGICA CORPORACIÓN NACIONAL DE ELECTRICIDAD CNEL EP,8.400000,2020-07-22T00:00:00-05:00,Orden de compra CE-20200001880959,Orden de compra para adquirir los siguientes productos:  ESFEROGRAFICO NEGRO PUNTA FINA,8.4
166779,ocds-5wno2w-CE-20200001880960-462114,2020,7,selective,Catálogo electrónico - Mejor oferta,GUAYAQUIL,GUAYAS,COMPAÑIA GENERAL DE COMERCIO COGECOMSA S. A.,EMPRESA ELÉCTRICA PÚBLICA ESTRATÉGICA CORPORACIÓN NACIONAL DE ELECTRICIDAD CNEL EP,22.400000,2020-07-22T00:00:00-05:00,Orden de compra CE-20200001880960,Orden de compra para adquirir los siguientes productos:  TACHUELAS DE COLORES CAJA 100 UNIDADES,22.4
166780,ocds-5wno2w-CE-20200001880961-462114,2020,7,selective,Catálogo electrónico - Mejor oferta,GUAYAQUIL,GUAYAS,CODYXOPAPER CIA. LTDA.,EMPRESA ELÉCTRICA PÚBLICA ESTRATÉGICA CORPORACIÓN NACIONAL DE ELECTRICIDAD CNEL EP,103.040000,2020-07-22T00:00:00-05:00,Orden de compra CE-20200001880961,Orden de compra para adquirir los siguientes productos:  NOTAS ADHESIVAS GRANDES 3X3 PULG.,103.04
166781,ocds-5wno2w-CE-20200001880962-462114,2020,7,selective,Catálogo electrónico - Mejor oferta,GUAYAQUIL,GUAYAS,Jurado Villagomez Edison Ancizar,EMPRESA ELÉCTRICA PÚBLICA ESTRATÉGICA CORPORACIÓN NACIONAL DE ELECTRICIDAD CNEL EP,26.544000,2020-07-22T00:00:00-05:00,Orden de compra CE-20200001880962,Orden de compra para adquirir los siguientes productos:  SOBRE MANILA F4,26.544
166782,ocds-5wno2w-CE-20200001880963-462114,2020,7,selective,Catálogo electrónico - Mejor oferta,GUAYAQUIL,GUAYAS,CODYXOPAPER CIA. LTDA.,EMPRESA ELÉCTRICA PÚBLICA ESTRATÉGICA CORPORACIÓN NACIONAL DE ELECTRICIDAD CNEL EP,6.720000,2020-07-22T00:00:00-05:00,Orden de compra CE-20200001880963,Orden de compra para adquirir los siguientes productos:  ESTILETE GRANDE,6.72
166783,ocds-5wno2w-CE-20200001880964-462114,2020,7,selective,Catálogo electrónico - Mejor oferta,GUAYAQUIL,GUAYAS,COMPAÑIA GENERAL DE COMERCIO COGECOMSA S. A.,EMPRESA ELÉCTRICA PÚBLICA ESTRATÉGICA CORPORACIÓN NACIONAL DE ELECTRICIDAD CNEL EP,206.360000,2020-07-22T00:00:00-05:00,Orden de compra CE-20200001880964,Orden de compra para adquirir los siguientes productos:  CLIPS MARIPOSA CAJA DE 50 UNIDADES,206.36
166784,ocds-5wno2w-CE-20200001880965-462114,2020,7,selective,Catálogo electrónico - Mejor oferta,GUAYAQUIL,GUAYAS,ECUAEMPAQUES S.A.,EMPRESA ELÉCTRICA PÚBLICA ESTRATÉGICA CORPORACIÓN NACIONAL DE ELECTRICIDAD CNEL EP,236.544000,2020-07-22T00:00:00-05:00,Orden de compra CE-20200001880965,Orden de compra para adquirir los siguientes productos:  MARCADOR PERMANENTE NEGRO PUNTA REDONDA,236.544
166785,ocds-5wno2w-CE-20200001880966-462114,2020,7,selective,Catálogo electrónico - Mejor oferta,GUAYAQUIL,GUAYAS,CODYXOPAPER CIA. LTDA.,EMPRESA ELÉCTRICA PÚBLICA ESTRATÉGICA CORPORACIÓN NACIONAL DE ELECTRICIDAD CNEL EP,107.520000,2020-07-22T00:00:00-05:00,Orden de compra CE-20200001880966,Orden de compra para adquirir los siguientes productos:  SEPARADORES PLASTICOS A4 FUNDA 10 U,107.52
166786,ocds-5wno2w-CE-20200001880967-462114,2020,7,selective,Catálogo electrónico - Mejor oferta,GUAYAQUIL,GUAYAS,COMPAÑIA GENERAL DE COMERCIO COGECOMSA S. A.,EMPRESA ELÉCTRICA PÚBLICA ESTRATÉGICA CORPORACIÓN NACIONAL DE ELECTRICIDAD CNEL EP,116.480000,2020-07-22T00:00:00-05:00,Orden de compra CE-20200001880967,Orden de compra para adquirir los siguientes productos:  GRAPAS 26/6 CAJA DE 1000 U,116.48
155826,ocds-5wno2w-CE-20200001863463-123352,2020,6,selective,Catálogo electrónico - Mejor oferta,RIOBAMBA,CHIMBORAZO,COMPAÑIA GENERAL DE COMERCIO COGECOMSA S. A.,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE CACHA,11.424000,2020-06-10T00:00:00-05:00,Orden de compra CE-20200001863463,"Orden de compra para adquirir los siguientes productos:  CLORO LIQUIDO AL 5 POR CIENTO, GALON",11.424
155827,ocds-5wno2w-CE-20200001863464-123352,2020,6,selective,Catálogo electrónico - Mejor oferta,RIOBAMBA,CHIMBORAZO,COMPAÑIA GENERAL DE COMERCIO COGECOMSA S. A.,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE CACHA,18.166400,2020-06-10T00:00:00-05:00,Orden de compra CE-20200001863464,Orden de compra para adquirir los siguientes productos:  DISPENSADOR DE JABON LIQUIDO CON BOTELLA RELLENABLE HASTA DE 800 ML,18.1664
155828,ocds-5wno2w-CE-20200001863465-123352,2020,6,selective,Catálogo electrónico - Mejor oferta,RIOBAMBA,CHIMBORAZO,COMPAÑIA GENERAL DE COMERCIO COGECOMSA S. A.,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE CACHA,31.315200,2020-06-10T00:00:00-05:00,Orden de compra CE-20200001863465,Orden de compra para adquirir los siguientes productos:  PAPEL HIGIENICO JUMBO DOBLE HOJA BLANCO 250 METROS,31.3152
155829,ocds-5wno2w-CE-20200001863466-123352,2020,6,selective,Catálogo electrónico - Mejor oferta,RIOBAMBA,CHIMBORAZO,COMPAÑIA GENERAL DE COMERCIO COGECOMSA S. A.,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE CACHA,35.840000,2020-06-10T00:00:00-05:00,Orden de compra CE-20200001863466,Orden de compra para adquirir los siguientes productos:  DESINFECTANTE AMONIO CUATERNARIO GALON,35.84
155830,ocds-5wno2w-CE-20200001863467-123352,2020,6,selective,Catálogo electrónico - Mejor oferta,RIOBAMBA,CHIMBORAZO,COMPAÑIA GENERAL DE COMERCIO COGECOMSA S. A.,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE CACHA,41.305600,2020-06-10T00:00:00-05:00,Orden de compra CE-20200001863467,Orden de compra para adquirir los siguientes productos:  CERA PARA PISO DE MADERA GALON,41.3056
155831,ocds-5wno2w-CE-20200001863468-123352,2020,6,selective,Catálogo electrónico - Mejor oferta,RIOBAMBA,CHIMBORAZO,COMPAÑIA GENERAL DE COMERCIO COGECOMSA S. A.,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE CACHA,7.672000,2020-06-10T00:00:00-05:00,Orden de compra CE-20200001863468,Orden de compra para adquirir los siguientes productos:  GUANTES DE CAUCHO NO 7 BICOLOR,7.672
155832,ocds-5wno2w-CE-20200001863469-123352,2020,6,selective,Catálogo electrónico - Mejor oferta,RIOBAMBA,CHIMBORAZO,COMPAÑIA GENERAL DE COMERCIO COGECOMSA S. A.,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE CACHA,8.232000,2020-06-10T00:00:00-05:00,Orden de compra CE-20200001863469,Orden de compra para adquirir los siguientes productos:  GUANTES DE CAUCHO NO 8 Y MEDIO BICOLOR,8.232
155833,ocds-5wno2w-CE-20200001863471-123352,2020,6,selective,Catálogo electrónico - Mejor oferta,RIOBAMBA,CHIMBORAZO,COMPAÑIA GENERAL DE COMERCIO COGECOMSA S. A.,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE CACHA,1.097600,2020-06-10T00:00:00-05:00,Orden de compra CE-20200001863471,Orden de compra para adquirir los siguientes productos:  MARCADOR PARA CD,1.0976
155834,ocds-5wno2w-CE-20200001863472-123352,2020,6,selective,Catálogo electrónico - Mejor oferta,RIOBAMBA,CHIMBORAZO,CODYXOPAPER CIA. LTDA.,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE CACHA,5.600000,2020-06-10T00:00:00-05:00,Orden de compra CE-20200001863472,Orden de compra para adquirir los siguientes productos:  ESFEROGRAFICO AZUL PUNTA FINA,5.6
155835,ocds-5wno2w-CE-20200001863473-123352,2020,6,selective,Catálogo electrónico - Mejor oferta,RIOBAMBA,CHIMBORAZO,CODYXOPAPER CIA. LTDA.,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE CACHA,1.960000,2020-06-10T00:00:00-05:00,Orden de compra CE-20200001863473,"Orden de compra para adquirir los siguientes productos:  PORTAMINAS METALICO 0,5 MM",1.96
144979,ocds-5wno2w-CE-20200001847098-13818,2020,4,selective,Catálogo electrónico - Mejor oferta,MERA,PASTAZA,COMPAÑIA GENERAL DE COMERCIO COGECOMSA S. A.,BRIGADA DE SELVA N 17 PASTAZA,33.398400,2020-04-17T00:00:00-05:00,Orden de compra CE-20200001847098,Orden de compra para adquirir los siguientes productos:  GRAPAS 23/17 CAJA DE 5000 U,33.3984
144980,ocds-5wno2w-CE-20200001847099-13818,2020,4,selective,Catálogo electrónico - Mejor oferta,MERA,PASTAZA,CODYXOPAPER CIA. LTDA.,BRIGADA DE SELVA N 17 PASTAZA,57.456000,2020-04-17T00:00:00-05:00,Orden de compra CE-20200001847099,Orden de compra para adquirir los siguientes productos:  PASTAS PLASTICAS A-4,57.456
144981,ocds-5wno2w-CE-20200001847100-13818,2020,4,selective,Catálogo electrónico - Mejor oferta,MERA,PASTAZA,CODYXOPAPER CIA. LTDA.,BRIGADA DE SELVA N 17 PASTAZA,8.064000,2020-04-17T00:00:00-05:00,Orden de compra CE-20200001847100,Orden de compra para adquirir los siguientes productos:  CLIPS MARIPOSA CAJA 25 UNIDADES,8.064
144982,ocds-5wno2w-CE-20200001847101-13818,2020,4,selective,Catálogo electrónico - Mejor oferta,MERA,PASTAZA,COMPAÑIA GENERAL DE COMERCIO COGECOMSA S. A.,BRIGADA DE SELVA N 17 PASTAZA,78.995840,2020-04-17T00:00:00-05:00,Orden de compra CE-20200001847101,Orden de compra para adquirir los siguientes productos:  SENALADORES TIPO BANDERITAS,78.99584
144983,ocds-5wno2w-CE-20200001847102-13818,2020,4,selective,Catálogo electrónico - Mejor oferta,MERA,PASTAZA,CODYXOPAPER CIA. LTDA.,BRIGADA DE SELVA N 17 PASTAZA,13.440000,2020-04-17T00:00:00-05:00,Orden de compra CE-20200001847102,Orden de compra para adquirir los siguientes productos:  MINAS 0.5 MM,13.44
144984,ocds-5wno2w-CE-20200001847103-13818,2020,4,selective,Catálogo electrónico - Mejor oferta,MERA,PASTAZA,Jurado Villagomez Edison Ancizar,BRIGADA DE SELVA N 17 PASTAZA,84.019712,2020-04-17T00:00:00-05:00,Orden de compra CE-20200001847103,Orden de compra para adquirir los siguientes productos:  ESFEROGRAFICO AZUL PUNTA FINA,84.019712
144985,ocds-5wno2w-CE-20200001847104-13818,2020,4,selective,Catálogo electrónico - Mejor oferta,MERA,PASTAZA,COMPAÑIA GENERAL DE COMERCIO COGECOMSA S. A.,BRIGADA DE SELVA N 17 PASTAZA,136.080000,2020-04-17T00:00:00-05:00,Orden de compra CE-20200001847104,Orden de compra para adquirir los siguientes productos:  PERFORADORA DE ESCRITORIO MEDIANA,136.08
144986,ocds-5wno2w-CE-20200001847105-13818,2020,4,selective,Catálogo electrónico - Mejor oferta,MERA,PASTAZA,COMPAÑIA GENERAL DE COMERCIO COGECOMSA S. A.,BRIGADA DE SELVA N 17 PASTAZA,43.680000,2020-04-17T00:00:00-05:00,Orden de compra CE-20200001847105,Orden de compra para adquirir los siguientes productos:  PERFORADORA DE ESCRITORIO PEQUEÑA,43.68
144987,ocds-5wno2w-CE-20200001847106-13818,2020,4,selective,Catálogo electrónico - Mejor oferta,MERA,PASTAZA,COMPAÑIA GENERAL DE COMERCIO COGECOMSA S. A.,BRIGADA DE SELVA N 17 PASTAZA,0.600320,2020-04-17T00:00:00-05:00,Orden de compra CE-20200001847106,Orden de compra para adquirir los siguientes productos:  SACAPUNTAS PEQUENO METALICO 1 SERVICIO,0.60032
144988,ocds-5wno2w-CE-20200001847107-13818,2020,4,selective,Catálogo electrónico - Mejor oferta,MERA,PASTAZA,Jurado Villagomez Edison Ancizar,BRIGADA DE SELVA N 17 PASTAZA,119.028000,2020-04-17T00:00:00-05:00,Orden de compra CE-20200001847107,Orden de compra para adquirir los siguientes productos:  GOMA LIQUIDA 250 GR,119.028
134310,ocds-5wno2w-CE-20200001833279-19565,2020,3,direct,Catálogo electrónico - Compra directa,AZOGUES,CAÑAR,ASOCIACION DE CONFECCIONISTAS TEXTILES DEL AZUAY ASOZUTEX,DIRECCION DISTRITAL 03D01 -AZOGUES-BIBLIAN-DELEG-SALUD,194.432000,2020-03-19T00:00:00-05:00,Orden de compra CE-20200001833279,Orden de compra para adquirir los siguientes productos:  PRENDAS DE VESTIR Adicionales (Bordados y Estampados),194.432
134311,ocds-5wno2w-CE-20200001833280-19565,2020,3,direct,Catálogo electrónico - Compra directa,AZOGUES,CAÑAR,"ASOCIACIÓN DE PRODUCCIÓN TEXTIL ASARI (SONRISA) ""APROTASARI""",DIRECCION DISTRITAL 03D01 -AZOGUES-BIBLIAN-DELEG-SALUD,3243.800000,2020-03-19T00:00:00-05:00,Orden de compra CE-20200001833280,Orden de compra para adquirir los siguientes productos:  Lencería Hospitalaria,3243.8
134312,ocds-5wno2w-CE-20200001833281-19565,2020,3,direct,Catálogo electrónico - Compra directa,AZOGUES,CAÑAR,"ASOCIACIÓN DE PRODUCCIÓN TEXTIL CONFECCIONISTAS DEL AZUAY ""ATEXCONFE""",DIRECCION DISTRITAL 03D01 -AZOGUES-BIBLIAN-DELEG-SALUD,1863.691200,2020-03-19T00:00:00-05:00,Orden de compra CE-20200001833281,Orden de compra para adquirir los siguientes productos:  Lencería Hospitalaria ROPA DE TRABAJO,1863.6912
134313,ocds-5wno2w-CE-20200001833282-19565,2020,3,direct,Catálogo electrónico - Compra directa,AZOGUES,CAÑAR,"ASOCIACIÓN DE PRODUCCIÓN TEXTIL CUENCA SUR ""ASOPROTEXCS""",DIRECCION DISTRITAL 03D01 -AZOGUES-BIBLIAN-DELEG-SALUD,210.000000,2020-03-19T00:00:00-05:00,Orden de compra CE-20200001833282,Orden de compra para adquirir los siguientes productos:  PRENDAS DE VESTIR Adicionales (Bordados y Estampados),210
134314,ocds-5wno2w-CE-20200001833283-19565,2020,3,direct,Catálogo electrónico - Compra directa,AZOGUES,CAÑAR,ASOCIACIÓN DE PRODUCCIÓN TEXTIL EMPRENDIENDO JUNTOS APROTEXTIL,DIRECCION DISTRITAL 03D01 -AZOGUES-BIBLIAN-DELEG-SALUD,145.958400,2020-03-19T00:00:00-05:00,Orden de compra CE-20200001833283,Orden de compra para adquirir los siguientes productos:  Adicionales (Bordados y Estampados) PRENDAS DE VESTIR,145.9584
134315,ocds-5wno2w-CE-20200001833284-19565,2020,3,direct,Catálogo electrónico - Compra directa,AZOGUES,CAÑAR,CABRERA CARCHI EDDY PRISCILA,DIRECCION DISTRITAL 03D01 -AZOGUES-BIBLIAN-DELEG-SALUD,364.056000,2020-03-19T00:00:00-05:00,Orden de compra CE-20200001833284,Orden de compra para adquirir los siguientes productos:  PRENDAS DE VESTIR Adicionales (Bordados y Estampados),364.056
134316,ocds-5wno2w-CE-20200001833285-19565,2020,3,direct,Catálogo electrónico - Compra directa,AZOGUES,CAÑAR,CACERES GUAMAN MANUEL RAUL,DIRECCION DISTRITAL 03D01 -AZOGUES-BIBLIAN-DELEG-SALUD,64.736000,2020-03-19T00:00:00-05:00,Orden de compra CE-20200001833285,Orden de compra para adquirir los siguientes productos:  Adicionales (Bordados y Estampados) PRENDAS DE VESTIR,64.736
134317,ocds-5wno2w-CE-20200001833286-19565,2020,3,direct,Catálogo electrónico - Compra directa,AZOGUES,CAÑAR,CUZCO ARGUELLO JONNY JOSE,DIRECCION DISTRITAL 03D01 -AZOGUES-BIBLIAN-DELEG-SALUD,1651.339200,2020-03-19T00:00:00-05:00,Orden de compra CE-20200001833286,Orden de compra para adquirir los siguientes productos:  Adicionales (Bordados y Estampados) PRENDAS DE VESTIR,1651.3392
134318,ocds-5wno2w-CE-20200001833287-19565,2020,3,direct,Catálogo electrónico - Compra directa,AZOGUES,CAÑAR,GORDILLO PALACIOS VALERIA ISABEL,DIRECCION DISTRITAL 03D01 -AZOGUES-BIBLIAN-DELEG-SALUD,1226.803200,2020-03-19T00:00:00-05:00,Orden de compra CE-20200001833287,Orden de compra para adquirir los siguientes productos:  PRENDAS DE VESTIR,1226.8032
134319,ocds-5wno2w-CE-20200001833288-19565,2020,3,direct,Catálogo electrónico - Compra directa,AZOGUES,CAÑAR,REINOSO CARDENAS FERNANDO ARTURO,DIRECCION DISTRITAL 03D01 -AZOGUES-BIBLIAN-DELEG-SALUD,745.864000,2020-03-19T00:00:00-05:00,Orden de compra CE-20200001833288,Orden de compra para adquirir los siguientes productos:  PRENDAS DE VESTIR Adicionales (Bordados y Estampados),745.864
123486,ocds-5wno2w-CE-20200001817049-116204,2020,3,selective,Catálogo electrónico - Mejor oferta,DURAN,GUAYAS,COMPAÑIA GENERAL DE COMERCIO COGECOMSA S. A.,DIRECCION DISTRITAL 09D24 - DURAN - SALUD,7.392000,2020-03-09T00:00:00-05:00,Orden de compra CE-20200001817049,Orden de compra para adquirir los siguientes productos:  MARCADOR PERMANENTE NEGRO PUNTA REDONDA,7.392
123487,ocds-5wno2w-CE-20200001817050-116204,2020,3,selective,Catálogo electrónico - Mejor oferta,DURAN,GUAYAS,COMPAÑIA GENERAL DE COMERCIO COGECOMSA S. A.,DIRECCION DISTRITAL 09D24 - DURAN - SALUD,7.392000,2020-03-09T00:00:00-05:00,Orden de compra CE-20200001817050,Orden de compra para adquirir los siguientes productos:  MARCADOR PERMANENTE AZUL PUNTA REDONDA,7.392
123488,ocds-5wno2w-CE-20200001817051-116204,2020,3,selective,Catálogo electrónico - Mejor oferta,DURAN,GUAYAS,COMPAÑIA GENERAL DE COMERCIO COGECOMSA S. A.,DIRECCION DISTRITAL 09D24 - DURAN - SALUD,35.616000,2020-03-09T00:00:00-05:00,Orden de compra CE-20200001817051,Orden de compra para adquirir los siguientes productos:  CRAYONES ESCOLARES JUMBO GIGANTE 12 COLORES,35.616
123489,ocds-5wno2w-CE-20200001817052-116204,2020,3,selective,Catálogo electrónico - Mejor oferta,DURAN,GUAYAS,COMPAÑIA GENERAL DE COMERCIO COGECOMSA S. A.,DIRECCION DISTRITAL 09D24 - DURAN - SALUD,3.080000,2020-03-09T00:00:00-05:00,Orden de compra CE-20200001817052,Orden de compra para adquirir los siguientes productos:  ESFEROGRAFICO ROJO PUNTA MEDIA,3.08
123490,ocds-5wno2w-CE-20200001817053-116204,2020,3,selective,Catálogo electrónico - Mejor oferta,DURAN,GUAYAS,COMPAÑIA GENERAL DE COMERCIO COGECOMSA S. A.,DIRECCION DISTRITAL 09D24 - DURAN - SALUD,3.263680,2020-03-09T00:00:00-05:00,Orden de compra CE-20200001817053,Orden de compra para adquirir los siguientes productos:  REGLA PLASTICA 30 CM,3.26368
123491,ocds-5wno2w-CE-20200001817054-116204,2020,3,selective,Catálogo electrónico - Mejor oferta,DURAN,GUAYAS,COMPAÑIA GENERAL DE COMERCIO COGECOMSA S. A.,DIRECCION DISTRITAL 09D24 - DURAN - SALUD,18.144000,2020-03-09T00:00:00-05:00,Orden de compra CE-20200001817054,Orden de compra para adquirir los siguientes productos:  MARCADOR TIZA LIQUIDA PUNTA  GRUESA VARIOS COLORES,18.144
123492,ocds-5wno2w-CE-20200001817055-116204,2020,3,selective,Catálogo electrónico - Mejor oferta,DURAN,GUAYAS,COMPAÑIA GENERAL DE COMERCIO COGECOMSA S. A.,DIRECCION DISTRITAL 09D24 - DURAN - SALUD,53.760000,2020-03-09T00:00:00-05:00,Orden de compra CE-20200001817055,Orden de compra para adquirir los siguientes productos:  PROTECTOR DE HOJA A 4 PLASTI. TRANSPARE. GRUE (1 UNI),53.76
123493,ocds-5wno2w-CE-20200001817056-116204,2020,3,selective,Catálogo electrónico - Mejor oferta,DURAN,GUAYAS,COMPAÑIA GENERAL DE COMERCIO COGECOMSA S. A.,DIRECCION DISTRITAL 09D24 - DURAN - SALUD,91.840000,2020-03-09T00:00:00-05:00,Orden de compra CE-20200001817056,Orden de compra para adquirir los siguientes productos:  CLIPS MARIPOSA CAJA DE 50 UNIDADES,91.84
123494,ocds-5wno2w-CE-20200001817057-116204,2020,3,selective,Catálogo electrónico - Mejor oferta,DURAN,GUAYAS,ECUAEMPAQUES S.A.,DIRECCION DISTRITAL 09D24 - DURAN - SALUD,11.020800,2020-03-09T00:00:00-05:00,Orden de compra CE-20200001817057,Orden de compra para adquirir los siguientes productos:  LAPICES DE COLOR CAJA 12 UNIDADES,11.0208
123495,ocds-5wno2w-CE-20200001817058-116204,2020,3,selective,Catálogo electrónico - Mejor oferta,DURAN,GUAYAS,COMPAÑIA GENERAL DE COMERCIO COGECOMSA S. A.,DIRECCION DISTRITAL 09D24 - DURAN - SALUD,15.680000,2020-03-09T00:00:00-05:00,Orden de compra CE-20200001817058,Orden de compra para adquirir los siguientes productos:  CARPETAS FOLDER DE CARTULINA MANILA (VINCHA INCLUIDA),15.68
112876,ocds-5wno2w-CE-20200001800446-452927,2020,2,selective,Catálogo electrónico - Mejor oferta,QUITO,PICHINCHA,TEXTIQUIM CIA. LTDA.,HOSPITAL MOVIL  NO. 2,5.824000,2020-02-26T00:00:00-05:00,Orden de compra CE-20200001800446,Orden de compra para adquirir los siguientes productos:  DESTAPADOR DE CAÑERIAS LITRO,5.824
