quantity,item_value,description,ocid
12.0,0.0896,BORRADOR (GRANDE) PARA LAPIZ*,ocds-5wno2w-CE-20200001820533-178713
5.0,0.448,TACHUELAS DE COLORES CAJA 100 UNIDADES*,ocds-5wno2w-CE-20200001820534-178713
2.0,0.2688,GOMA LIQUIDA DE 120 CC*,ocds-5wno2w-CE-20200001820535-178713
500.0,0.0728,CARPETAS FOLDER DE CARTULINA MANILA (VINCHA INCLUIDA)*,ocds-5wno2w-CE-20200001820536-178713
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001821551-365398
200.0,1.2432,PAPEL HIGIENICO JUMBO DOBLE HOJA BLANCO 250 METROS*,ocds-5wno2w-CE-20200001821683-278371
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001821608-414951
2.0,10.752,PROTECTOR DE HOJAS GRUESO A-4 X 100 UNIDADES*,ocds-5wno2w-CE-20200001822098-34898
300.0,2.69,RESMA DE PAPEL BOND A4 DE 75 GR*,ocds-5wno2w-CE-20200001820253-385484
500.0,1.2544,ARCHIVADOR DE CARTON NO. 15 CON TAPA*,ocds-5wno2w-CE-20200001820252-385484
17.0,8.804208,ALCOHOL ANTISEPTICO  GALON,ocds-5wno2w-CE-20200001821569-3205
50.0,2.744,"CLORO LIQUIDO AL 5 POR CIENTO, GALÓN*",ocds-5wno2w-CE-20200001821568-3205
12.0,0.672,CEPILLO DE MANO CON AGARRADERA*,ocds-5wno2w-CE-20200001821567-3205
24.0,1.3216,ANTISARRO LITRO*,ocds-5wno2w-CE-20200001821566-3205
12.0,1.4336,LAVA VAJILLA 500 GR*,ocds-5wno2w-CE-20200001821565-3205
1.0,,ACIDO URICO,ocds-5wno2w-SIE-08D02EAS-05-2020-129463
50.0,0.672,CUADERNO ESPIRAL PEQUEÑO CUADROS 100 HOJAS*,ocds-5wno2w-CE-20200001820251-385484
80.0,1.624,CARPETAS PLASTICAS DOS ANILLOS TAMANO OFICIO LOMO 5*,ocds-5wno2w-CE-20200001820250-385484
5.0,0.7392,CINTA DE EMPAQUE 48X80 YDAS COLOR TRANSPARENTE*,ocds-5wno2w-CE-20200001821756-116723
5.0,0.1232,SACAPUNTAS PEQUENO METALICO 1 SERVICIO*,ocds-5wno2w-CE-20200001821758-116723
20.0,0.26656,GOMA LIQUIDA DE 120 CC*,ocds-5wno2w-CE-20200001822074-34898
3.0,0.9856,GOMA EN BARRA DE 40 GR*,ocds-5wno2w-CE-20200001821759-116723
500.0,0.0799,Amoxicilina + Ácido clavulánico,ocds-5wno2w-CE-20200001821252-25399
5.0,0.3696,CINTA DE EMBALAJE TRANSPARENTE 2 PULGADAS X 40 YDAS*,ocds-5wno2w-CE-20200001821760-116723
20.0,0.5264,GRAPAS 26/6 CAJA DE 5000 U*,ocds-5wno2w-CE-20200001822097-34898
300.0,1.2264,ARCHIVADORES TAMANO OFICIO LOMO 8 CMS*,ocds-5wno2w-CE-20200001820257-385484
80.0,0.2576,TINTA CORRECTORA TIPO ESFERO*,ocds-5wno2w-CE-20200001820248-385484
75.0,0.04256,SOBRE MANILA F3*,ocds-5wno2w-CE-20200001820256-385484
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001821170-365398
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001821171-365398
10.0,2.7328,PAPEL HIGIENICO JUMBO DOBLE HOJA BLANCO 250 METROS*,ocds-5wno2w-CE-20200001820568-126439
70.0,0.2576,CINTA DE EMBALAJE TRANSPARENTE 2 PULGADAS X 40 YDAS*,ocds-5wno2w-CE-20200001820254-385484
110.0,443.8784,SERVICIO DE DESBROCE Y MANTENIMIENTO DE LINEAS DE ALTA TENSIÓN,ocds-5wno2w-CE-20200001820247-462114
100.0,1.2432,"FUNDA DE BASURA SEMINDUSTRIAL NEGRA 30""X36*",ocds-5wno2w-CE-20200001820245-423779
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001822615-362824
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001822617-362824
20.0,4.7264,AMBIENTAL CONCENTRADO LÍQUIDO GALÓN*,ocds-5wno2w-CE-20200001820567-126439
1.0,,ANTINFLAMATORIOS,ocds-5wno2w-SIE-D14D01-003-2020-334440
200.0,0.5824,MARCADOR TIZA LIQUIDA PUNTA GRUESA VARIOS COLORES*,ocds-5wno2w-CE-20200001821737-3205
10.0,1.0304,VINCHAS METÁLICAS DE CARPETA CAJA DE 50 U*,ocds-5wno2w-CE-20200001821738-3205
6.0,1.008,PORTA CLIPS MAGNÉTICOS*,ocds-5wno2w-CE-20200001821739-3205
2.0,0.392,CARTULINA A 4 VARIOS COLORES*,ocds-5wno2w-CE-20200001821740-116723
3.0,0.56,CLIPS STANDAR 32 MM COLORES*,ocds-5wno2w-CE-20200001821741-116723
6.0,1.5344,GUANTES DE CAUCHO NO 8 Y MEDIO BICOLOR*,ocds-5wno2w-CE-20200001820566-126439
253.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001821173-365398
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001822613-362824
100.0,1.3664,"FUNDA DE BASURA SEMINDUSTRIAL ROJA 30""X36*",ocds-5wno2w-CE-20200001820246-423779
25.0,4.77,PAPEL BOND A4 90 GR*,ocds-5wno2w-CE-20200001821761-116723
7.0,15.5456,FLASH MEMORY 64 GB*,ocds-5wno2w-CE-20200001821762-116723
2.0,0.784,TACHUELAS DE COLORES CAJA 100 UNIDADES*,ocds-5wno2w-CE-20200001821763-116723
3.0,0.4928,ESTILETE GRANDE*,ocds-5wno2w-CE-20200001821764-116723
3.0,0.2912,TINTA PARA ALMOHADILLA Y SELLO AZUL / NEGRA / VIOLETA / ROJA*,ocds-5wno2w-CE-20200001821765-116723
158.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001821172-365398
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001822614-362824
3.0,0.2688,CLIPS STANDAR 25 MM METALICOS*,ocds-5wno2w-CE-20200001821742-116723
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001820270-414951
1900.0,0.45,Paracetamol,ocds-5wno2w-CE-20200001822945-17504
6.0,4.48,ESCOBA DE MADERA FIBRA DE COCO DE 40 CM*,ocds-5wno2w-CE-20200001820571-126439
6.0,1.5344,GUANTES DE CAUCHO NO 9 BICOLOR*,ocds-5wno2w-CE-20200001820572-126439
30.0,1.176,"FUNDA DE BASURA DOMESTICA NEGRA 23""X28""*",ocds-5wno2w-CE-20200001820570-126439
20.0,2.52,"CLORO LIQUIDO AL 5 POR CIENTO, GALÓN*",ocds-5wno2w-CE-20200001820569-126439
30.0,0.56,AMBIENTAL EN PASTILLAS UNIDAD*,ocds-5wno2w-CE-20200001822779-3205
17100.0,0.06,Sales de hierro + Ácido fólico,ocds-5wno2w-CE-20200001822944-17504
3410.0,0.6,Estradiol valerato + Noretisterona enantato,ocds-5wno2w-CE-20200001822943-17504
10.0,0.965552,JABÓN DE TOCADOR EN BARRA 125 GR*,ocds-5wno2w-CE-20200001820579-126439
4.0,2.265872,FRANELA CORTADA 1 METRO*,ocds-5wno2w-CE-20200001820578-126439
2.0,16.9456,TACHO DE BASURA CON TAPA TIPO VAIVEN ROJO 50 LT*,ocds-5wno2w-CE-20200001820577-126439
2.0,5.4656,TRAPEADOR DE PLANO DE 30 - 40 CM*,ocds-5wno2w-CE-20200001820576-126439
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001821052-414951
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001821053-414951
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001821054-414951
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001821055-414951
5.0,1.0304,RECOGEDOR DE BASURA*,ocds-5wno2w-CE-20200001820574-126439
1.0,,SISTEMAS PARA INMUNOQUIMICA - DOSIFICACION HORMONAL,ocds-5wno2w-SIE-HGMVI-012-2020-18615
2970.0,0.032,Tramadol,ocds-5wno2w-CE-20200001822938-17504
3080.0,0.435,Betametasona,ocds-5wno2w-CE-20200001822939-17504
10.0,4.0,Propofol,ocds-5wno2w-CE-20200001822940-17504
1100.0,0.1589,Oxitocina,ocds-5wno2w-CE-20200001822941-17504
1700.0,0.295,Butilescopolamina (N-butilbromuro de hioscina),ocds-5wno2w-CE-20200001822942-17504
10.0,2.9792,AMBIENTAL EN ATOMIZADOR VARIAS FRAGANCIAS DE 600 CC*,ocds-5wno2w-CE-20200001820573-126439
3.0,0.784,CERA PARA DEDOS/ CREMA CONTAR BILLETES (MEDIANA)*,ocds-5wno2w-CE-20200001823239-121382
4.0,4.9504,AGUZADOR MANUAL PEQUEÑO*,ocds-5wno2w-CE-20200001823241-121382
200.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001822804-414951
200.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001822803-414951
200.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001822802-414951
200.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001822801-414951
200.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001822800-414951
200.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001822799-414951
200.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001822798-414951
200.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001822797-414951
200.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001822796-414951
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001820276-414951
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001820275-414951
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001820274-414951
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001820273-414951
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001820272-414951
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001820271-414951
200.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001822805-414951
55.0,3.696,DESINFECTANTE AMONIO CUATERNARIO GALÓN*,ocds-5wno2w-CE-20200001821570-3205
6.0,13.6416,"SET DE MOPA (MANGO, BASE, MOPA) DE 46 CM*",ocds-5wno2w-CE-20200001821574-3205
12.0,1.792,TRAPEADOR REDONDO DE 24-30 CM*,ocds-5wno2w-CE-20200001821575-3205
1.0,16151.14,"SERVICIOS COMERCIALES PRESTADOS A CONTRATO, DE SUMINISTRO DE COMBUSTIBLES LIQUIDOS",ocds-5wno2w-MCS-BDESZM-001-2020-61781
1.0,,CARBAMAZEPINA (TEGRETOL),ocds-5wno2w-SIE-DD13D11-003-2020-9676
7.0,3.7296,ANTISARRO GALÓN*,ocds-5wno2w-CE-20200001822603-129353
6.0,2.6096,ESCOBA DE PLASTICO FIBRA SUAVE*,ocds-5wno2w-CE-20200001822604-129353
6.0,1.6464,GUANTES DE CAUCHO NO 8 Y MEDIO BICOLOR*,ocds-5wno2w-CE-20200001822605-129353
6.0,4.3456,DESINFECTANTE AMONIO CUATERNARIO GALÓN*,ocds-5wno2w-CE-20200001822606-129353
30.0,0.2688,NOTAS ADHESIVAS GRANDES 3X3 PULG*,ocds-5wno2w-CE-20200001823240-121382
25.0,1.6128,"FUNDA DE BASURA SEMINDUSTRIAL NEGRA 30""X36*",ocds-5wno2w-CE-20200001822611-129353
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001822612-362824
24.0,0.784,GOMA EN BARRA DE 40 GR*,ocds-5wno2w-CE-20200001822511-3205
25.0,1.9264,JABÓN DE TOCADOR LÍQUIDO CON VÁLVULA 250 ML*,ocds-5wno2w-CE-20200001821577-3205
23.0,0.1512,CINTA ADHESIVA TRANSPARENTE 18 X 25 YDAS*,ocds-5wno2w-CE-20200001822510-3205
301.0,1.12,ARCHIVADORES TAMANO OFICIO LOMO 8 CMS*,ocds-5wno2w-CE-20200001822509-3205
40.0,2.464,"NOTAS ADHESIVAS CUBO DE 5 COLORES 3X3""*",ocds-5wno2w-CE-20200001822508-3205
190.0,0.7392,"FUNDA DE BASURA DOMESTICA NEGRA 23""X28""*",ocds-5wno2w-CE-20200001821576-3205
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001821051-414951
1.0,,INSUMOS DE USO GENERAL,ocds-5wno2w-SIEB-HEFFAA-042-2020-43246
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001823274-362824
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001823275-362824
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001823276-362824
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001823277-362824
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001823278-362824
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001823279-362824
24.0,0.2576,CD S GRABABLES SIN CAJA CD-R*,ocds-5wno2w-CE-20200001820529-178713
3.0,10.304,PIZARRA LIQUIDA PARED 60 X 50 CM*,ocds-5wno2w-CE-20200001820528-178713
8.0,11.2,FLASH MEMORY 16 GB*,ocds-5wno2w-CE-20200001820527-178713
2.0,0.448,ESTILETE MEDIANO*,ocds-5wno2w-CE-20200001820526-178713
5.0,0.5264,TIJERAS MEDIANAS DE 6 PULGADAS*,ocds-5wno2w-CE-20200001820525-178713
5.0,6.5968,DETERGENTE LÍQUIDO DE ROPA DE GALÓN*,ocds-5wno2w-CE-20200001820392-118689
5.0,4.0992,DESINFECTANTE AMONIO CUATERNARIO GALÓN*,ocds-5wno2w-CE-20200001820393-118689
20.0,2.184,"FUNDA DE BASURA USO INDUSTRIAL NEGRA 35""X47""*",ocds-5wno2w-CE-20200001820394-118689
8.0,3.2256,AMBIENTAL VARIAS FRAGANCIAS EN AEROSOL 400 CC*,ocds-5wno2w-CE-20200001820659-252463
1.0,291648.0,"SERVICIOS DE ASISTENCIA EN MATERIA DE ASESORAMIENTO, ORIENTACION Y OPERACIONALES RELATIVOS A LAS ESFERAS DE DECISION DE CARACTER FINANCIERO, COMO, GESTION DE SISTEMAS DE CONTABILIDAD Y DE CONTROLES PRESUPUESTARIOS",ocds-5wno2w-CPC-EPP-2019191-20-253178
1.0,2797.7,"SERVICIOS DE CONCERTACION DE POLIZAS DE SEGURO QUE CUBRAN RIESGOS DE DANOS O PERDIDA DE BIENES, EXCLUIDOS LOS QUE ESTEN ABARCADOS EN LAS SUBCLASES 71331 (SERVICIOS DE SEGURO DE VEHICULOS DE MOTOR), 71332 (SERVICIOS DE SEGURO DE TRANSPORTE MARITIMO, AEREO ",ocds-5wno2w-RE-DPAMS-2020-01-203860
15.0,3.1248,GRAPADORA NORMAL METALICA GRANDE*,ocds-5wno2w-CE-20200001822024-76861
1.0,6007.8,SERVICIOS DE TELECOMUNICACIONES VARIOS,ocds-5wno2w-RE-FGE-001-2020-46469
50.0,0.2352,TINTA CORRECTORA TIPO ESFERO*,ocds-5wno2w-CE-20200001822025-76861
125.0,0.03136,SOBRE MANILA F2*,ocds-5wno2w-CE-20200001822029-76861
60.0,0.0616,ESFEROGRAFICO NEGRO PUNTA MEDIA*,ocds-5wno2w-CE-20200001822030-76861
340.0,0.07168,SOBRE MANILA F6*,ocds-5wno2w-CE-20200001822031-76861
37.0,0.2016,ESTILETE GRANDE*,ocds-5wno2w-CE-20200001822032-76861
97.0,0.448,MASKING DE 1 PULG. X 40 YARDAS MULTIUSO*,ocds-5wno2w-CE-20200001822033-76861
50.0,0.5488,AMBIENTAL EN PASTILLAS UNIDAD*,ocds-5wno2w-CE-20200001820772-101737
500.0,0.4368,CLIPS STANDAR 43 MM METALICOS*,ocds-5wno2w-CE-20200001822026-76861
5.0,2.9792,TRAPEADOR REDONDO DE 24-30 CM*,ocds-5wno2w-CE-20200001820391-118689
75945.0,1.4448,"SERVICIOS DE LIMPIEZA Y MANTENIMIENTO DE VIVIENDAS O DE EDIFICIOS COMERCIALES, ADMINISTRATIVOS E INDUSTRIALE, LIMPIEZA Y ENCERADO DE PISOS",ocds-5wno2w-CE-20200001820395-719888
30.0,9.912,SERVICIOS DE CONFECCION DE PRENDAS DE VESTIR,ocds-5wno2w-CE-20200001820634-21867
5.0,3.36,PAÑO DE LIMPIEZA PARA SUPERFICIES 10 UNIDADES*,ocds-5wno2w-CE-20200001821180-345618
5.0,0.4704,SOBRE PLÁSTICO CON CORDÓN*,ocds-5wno2w-CE-20200001821784-116723
7.0,0.2016,CLIPS STANDAR 32 MM METALICOS*,ocds-5wno2w-CE-20200001821785-116723
10.0,2.1728,SEPARADORES PLASTICOS A4 FUNDA 12 MESES*,ocds-5wno2w-CE-20200001821786-116723
100.0,0.0784,ESFEROGRAFICO AZUL PUNTA MEDIA*,ocds-5wno2w-CE-20200001821787-116723
6.0,0.616,MARCADOR PERMANENTE VERDE PUNTA GRUESA*,ocds-5wno2w-CE-20200001821788-116723
12.0,0.5936,MARCADOR TIZA LIQUIDA PUNTA GRUESA VARIOS COLORES*,ocds-5wno2w-CE-20200001821789-116723
6.0,0.4928,MARCADOR PERMANENTE AZUL PUNTA GRUESA*,ocds-5wno2w-CE-20200001821790-116723
1.0,10.752,PROTECTOR DE HOJAS GRUESO A-4 X 100 UNIDADES*,ocds-5wno2w-CE-20200001821791-116723
1.0,4.2224,SOBRE PARA CD PAQUETE X 100 UNIDADES*,ocds-5wno2w-CE-20200001821792-116723
2.0,1.9824,SEPARADORES DE CARTULINA A4 COLORES FUNDA 12 MESES*,ocds-5wno2w-CE-20200001821793-116723
5.0,2.3408,JABÓN DE TOCADOR LÍQUIDO CON VÁLVULA 400 ML*,ocds-5wno2w-CE-20200001820663-252463
20.0,1.232,"FUNDA DE BASURA DOMESTICA NEGRA 23""X28""*",ocds-5wno2w-CE-20200001820662-252463
5.0,3.2256,TRAPEADOR REDONDO DE 24-30 CM*,ocds-5wno2w-CE-20200001820661-252463
42.0,13.944,SERVICIOS DE CONFECCION DE PRENDAS DE VESTIR,ocds-5wno2w-CE-20200001820635-21867
42.0,8.96,GORRA,ocds-5wno2w-CE-20200001820636-21867
42.0,49.5824,BOTA EN CUERO,ocds-5wno2w-CE-20200001820637-21867
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001823056-362824
8.0,163.2736,ALECENAS PARA LOZA,ocds-5wno2w-CE-20200001820396-58931
2.0,152.2752,ALECENAS PARA LOZA,ocds-5wno2w-CE-20200001820397-58931
500.0,0.07168,SOBRE MANILA F6*,ocds-5wno2w-CE-20200001820524-178713
250.0,29.1648,SERVICIOS DE CONFECCION DE UNIFORMES,ocds-5wno2w-CE-20200001823055-362824
12.0,2.912,GRAPADORA NORMAL METALICA MEDIANA*,ocds-5wno2w-CE-20200001820301-423779
36.0,0.2576,TINTA CORRECTORA TIPO ESFERO*,ocds-5wno2w-CE-20200001820300-423779
2.0,0.5264,TIJERAS MEDIANAS DE 6 PULGADAS*,ocds-5wno2w-CE-20200001820628-116531
4.0,0.2688,TINTA PARA ALMOHADILLA Y SELLO AZUL / NEGRA / VIOLETA / ROJA*,ocds-5wno2w-CE-20200001820630-116531
50.0,0.04928,SOBRE MANILA F4*,ocds-5wno2w-CE-20200001820631-116531
50.0,0.448,SEPARADORES PLÁSTICOS A4 FUNDA 10 U*,ocds-5wno2w-CE-20200001820632-116531
5.0,3.0352,ALCOHOL ANTISEPTICO LITRO,ocds-5wno2w-CE-20200001820633-116531
100.0,0.4592,CINTA DE EMPAQUE 48X80 YDAS COLOR TRANSPARENTE*,ocds-5wno2w-CE-20200001820299-423779
500.0,0.04928,SOBRE MANILA F4*,ocds-5wno2w-CE-20200001820523-178713
300.0,0.09408,CARPETA FOLDER DE CARTULINA KRAFT (VINCHA INCLUIDA)*,ocds-5wno2w-CE-20200001820298-423779
330.0,1.12,ARCHIVADORES TAMANO OFICIO LOMO 8 CMS*,ocds-5wno2w-CE-20200001820297-423779
2.0,0.448,ESTILETE MEDIANO*,ocds-5wno2w-CE-20200001820629-116531
100.0,0.0784,ESFEROGRAFICO AZUL PUNTA FINA*,ocds-5wno2w-CE-20200001821743-116723
1.0,78749.91,SERVICIOS DE MANTENIMIENTO DE MOTOCICLETAS ,ocds-5wno2w-CTBS-SZE-003-2020-110642
330.0,,INSUMOS DE USO GENERAL,ocds-5wno2w-SIE-HVCM-082-2020-12070
1.0,16581.607,"SERVICIOS GENERALES DE CONSTRUCCION INCLUIDAS LAS OBRAS NUEVAS, AMPLIACIONES",ocds-5wno2w-MCO-GADMSUC-004-2020-42986
150.0,0.2688,CINTA DE EMBALAJE TRANSPARENTE 2 PULGADAS X 40 YDAS*,ocds-5wno2w-CE-20200001820754-68478
100.0,0.5936,MARCADOR TIZA LIQUIDA PUNTA GRUESA VARIOS COLORES*,ocds-5wno2w-CE-20200001821100-41357
6.0,5.8464,PAPEL TOALLA DE MANOS BLANCO ROLLO 100 METROS*,ocds-5wno2w-CE-20200001821101-529814
10.0,0.952,"FUNDA DE BASURA DOMESTICA NEGRA 23""X28""*",ocds-5wno2w-CE-20200001821102-529814
10.0,0.9296,APRIETA PAPELES TIPO PINZA 32 MM*,ocds-5wno2w-CE-20200001820755-68478
30.0,0.168,CLIPS STANDAR 32 MM METALICOS*,ocds-5wno2w-CE-20200001820756-68478
4.0,1.5344,GUANTES DE CAUCHO NO 8 BICOLOR*,ocds-5wno2w-CE-20200001821176-345618
1.0,6500.0,"SERVICIOS DE DISENO ARQUITECTONICO DE EDIFICIOS Y OTRAS ESTRUCTURAS. LOS SERVICIOS DE DISENO PUEDEN CONSISTIR EN UNO O UNA COMBINACION DE  SERVICIOS DE DISENO DEL PLAN ESQUEMATICO QUE CONSISTEN EN DETERMINAR, CONJUNTAMENTE CON EL CLIENTE, EL CARACTER ESEN",ocds-5wno2w-CDC-003-GADT-2020-114914
1.0,,SISTEMA PARA HEMOCULTIVOS,ocds-5wno2w-SIEB-HEFFAA-040-2020-43246
3.0,,FILTRO DE ACEITE,ocds-5wno2w-SIE-GADMG-001-2020-2620
1.0,,INSUMOS DE USO GENERAL,ocds-5wno2w-SIE-DD09D05-005-2020-157348
3.0,3.0352,ALCOHOL ANTISEPTICO LITRO,ocds-5wno2w-CE-20200001820654-252463
3.0,2.856,"CLORO LIQUIDO AL 5 POR CIENTO, GALÓN*",ocds-5wno2w-CE-20200001820655-252463
5.0,2.4864,ESCOBA DE PLASTICO FIBRA SUAVE*,ocds-5wno2w-CE-20200001820656-252463
10.0,2.7328,PAPEL HIGIENICO JUMBO DOBLE HOJA BLANCO 250 METROS*,ocds-5wno2w-CE-20200001820657-252463
200.0,0.0784,CARPETAS FOLDER DE CARTULINA MANILA (VINCHA INCLUIDA)*,ocds-5wno2w-CE-20200001821099-41357
120.0,,INSUMOS DE USO GENERAL,ocds-5wno2w-SIE-HVCM-081-2020-12070
12.0,2.1728,SEPARADORES PLASTICOS A4 FUNDA 12 MESES*,ocds-5wno2w-CE-20200001821098-41357
80.0,0.0728,ESFEROGRAFICO NEGRO PUNTA FINA*,ocds-5wno2w-CE-20200001821097-41357
1.0,,GASOLINA ECO DE 85 OCTANOS,ocds-5wno2w-SIE-CP4-003-2020-62409
20.0,2.2288,PAPEL HIGIENICO JUMBO DOBLE HOJA BLANCO 250 METROS*,ocds-5wno2w-CE-20200001820387-118689
14.0,3.808,JABÓN LÍQUIDO DE FUNDA PARA RECARGAR DISPENSADOR 1000 ML*,ocds-5wno2w-CE-20200001820774-101737
