id,ocid,year,month,method,internal_type,locality,region,suppliers,buyer,amount,date,title,description,budget
1981561,ocds-5wno2w-CE-20220002224346-325307,2022,6,selective,Catálogo electrónico - Gran compra mejor oferta,QUITO,PICHINCHA,CONTINENTAL TIRE ANDINA S.A.,EMPRESA PÚBLICA METROPOLITANA DE GESTIÓN INTEGRAL DE RESIDUOS SÓLIDOS,286144.320000,2022-06-10T00:00:00-05:00,Orden de compra CE-20220002224346,Orden de compra para adquirir los siguientes productos:  NEUMATICO 295/80R22.5 152/148K DIRECCION APLICACION SERVICIO SEVERO TODA POSICION (DESTAPADO/ASFALTO) Construccion,286144.32
1981580,ocds-5wno2w-CE-20220002225483-462520,2022,6,direct,Catálogo electrónico - Compra directa,TISALEO,TUNGURAHUA,LLIGUIN OÑATE FREDDY VITERVO,MANCOMUNIDAD DE GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES DEL FRENTE SUR OCCIDENTAL DE LA PROVINCIA DE TUNGURAHUA,1180.144000,2022-06-14T00:00:00-05:00,Orden de compra CE-20220002225483,Orden de compra para adquirir los siguientes productos:  MOBILIARIO JUDICATURA,1180.144
1981544,ocds-5wno2w-CE-20220002215279-185617,2022,5,selective,Catálogo electrónico - Mejor oferta,PUYANGO,LOJA,COMPAÑIA GENERAL DE COMERCIO COGECOMSA S. A.,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL EL ARENAL,7.817600,2022-05-24T00:00:00-05:00,Orden de compra CE-20220002215279,Orden de compra para adquirir los siguientes productos:  TRAPEADOR DE PLANO  DE 30 - 40 CM,7.8176
1981581,ocds-5wno2w-CE-20220002225484-462520,2022,6,direct,Catálogo electrónico - Compra directa,TISALEO,TUNGURAHUA,RODRIGUEZ SANTOS JOSE GUILLERMO,MANCOMUNIDAD DE GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES DEL FRENTE SUR OCCIDENTAL DE LA PROVINCIA DE TUNGURAHUA,719.241600,2022-06-14T00:00:00-05:00,Orden de compra CE-20220002225484,Orden de compra para adquirir los siguientes productos:  MOBILIARIO ESCOLAR (EN MADERA Y METAL),719.2416
1981562,ocds-5wno2w-CE-20220002224347-325307,2022,6,selective,Catálogo electrónico - Gran compra mejor oferta,QUITO,PICHINCHA,CONTINENTAL TIRE ANDINA S.A.,EMPRESA PÚBLICA METROPOLITANA DE GESTIÓN INTEGRAL DE RESIDUOS SÓLIDOS,266180.096000,2022-06-10T00:00:00-05:00,Orden de compra CE-20220002224347,Orden de compra para adquirir los siguientes productos:  NEUMATICO 295/80R22.5 152/148K DIRECCION APLICACION SERVICIO SEVERO TRACCION,266180.096
1981583,ocds-5wno2w-CE-20220002225501-1064686,2022,6,direct,Catálogo electrónico - Compra directa,OTAVALO,IMBABURA,"ASOCIACIÓN DE PRODUCCIÓN ALIMENTICIA MAKIPURASHPA (TRABAJO CONJUNTO Y SOLIDARIO) ""ASOPROAMAK""",CRUZ ROJA CANTONAL DE OTAVALO,2334.370000,2022-06-14T00:00:00-05:00,Orden de compra CE-20220002225501,"Orden de compra para adquirir los siguientes productos:  CANASTA DE PRODUCTOS CARNICOS, PESCADOS , MARISCOS Y HUEVOS CANASTA – ALMIDONES (CEREALES, GRANOS SECOS, HARINAS Y TUBÉRCULOS)",2334.37
1981563,ocds-5wno2w-CE-20220002225393-51620,2022,6,direct,Catálogo electrónico - Compra directa,PAQUISHA,ZAMORA CHINCHIPE,Medina Lozano Carmen Janeth,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE PAQUISHA,1898.624000,2022-06-14T00:00:00-05:00,Orden de compra CE-20220002225393,Orden de compra para adquirir los siguientes productos:  PRENDAS DE VESTIR PRENDAS DE VESTIR,1898.624
1981564,ocds-5wno2w-CE-20220002225394-28878,2022,6,direct,Catálogo electrónico - Compra directa,AZOGUES,CAÑAR,ASOCIACION DE CONSERVACION VIAL MATAPIN,DIRECCION DISTRITAL 03D01-AZOGUES-BIBLIAN-DELEG-CAÑAR-MTOP,7756.257600,2022-06-14T00:00:00-05:00,Orden de compra CE-20220002225394,Orden de compra para adquirir los siguientes productos:  MANTENIMIENTO RUTINARIO DE LA RED VIAL,7756.2576
1981582,ocds-5wno2w-CE-20220002225500-358131,2022,6,direct,Catálogo electrónico - Compra directa,CENTINELA DEL CONDOR,ZAMORA CHINCHIPE,PIEDRA LOAIZA MERCY ESMERALDA,CUERPO DE BOMBEROS CENTINELA DEL CONDOR,193.491200,2022-06-14T00:00:00-05:00,Orden de compra CE-20220002225500,Orden de compra para adquirir los siguientes productos:  ZAPATO DE CHAROL PARA HOMBRE,193.4912
1981584,ocds-5wno2w-CE-20220002225542-103266,2022,6,direct,Catálogo electrónico - Compra directa,QUITO,PICHINCHA,"ASOCIACIÓN DE PRODUCCIÓN TEXTIL UNIENDO SUEÑOS ""ASOPROSUEÑO""",GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE LA MERCED,311.404800,2022-06-14T00:00:00-05:00,Orden de compra CE-20220002225542,Orden de compra para adquirir los siguientes productos:  Lencería Hospitalaria,311.4048
1964762,ocds-5wno2w-CE-20220002199078-40576,2022,4,selective,Catálogo electrónico - Mejor oferta,QUITO,PICHINCHA,Falconi Cisneros Jose Luis,HOSPITAL PEDIATRICO BACA ORTIZ,117.040000,2022-04-26T00:00:00-05:00,Orden de compra CE-20220002199078,Orden de compra para adquirir los siguientes productos:  TIJERA GRANDE DE 8 PULG.,117.04
1964754,ocds-5wno2w-CE-20220002199054-40576,2022,4,selective,Catálogo electrónico - Mejor oferta,QUITO,PICHINCHA,Falconi Cisneros Jose Luis,HOSPITAL PEDIATRICO BACA ORTIZ,21.056000,2022-04-26T00:00:00-05:00,Orden de compra CE-20220002199054,Orden de compra para adquirir los siguientes productos:  ESTILETE (REFORZADO PUNTA METALICA),21.056
1964763,ocds-5wno2w-CE-20220002199081-40576,2022,4,selective,Catálogo electrónico - Mejor oferta,QUITO,PICHINCHA,COMPAÑIA GENERAL DE COMERCIO COGECOMSA S. A.,HOSPITAL PEDIATRICO BACA ORTIZ,29.120000,2022-04-26T00:00:00-05:00,Orden de compra CE-20220002199081,Orden de compra para adquirir los siguientes productos:  SACAGRAPAS,29.12
1964755,ocds-5wno2w-CE-20220002199066-40576,2022,4,selective,Catálogo electrónico - Mejor oferta,QUITO,PICHINCHA,COMPAÑIA GENERAL DE COMERCIO COGECOMSA S. A.,HOSPITAL PEDIATRICO BACA ORTIZ,64.960000,2022-04-26T00:00:00-05:00,Orden de compra CE-20220002199066,Orden de compra para adquirir los siguientes productos:  SOBRE MANILA F4,64.96
1964764,ocds-5wno2w-CE-20220002199084-40576,2022,4,selective,Catálogo electrónico - Mejor oferta,QUITO,PICHINCHA,COMPAÑIA GENERAL DE COMERCIO COGECOMSA S. A.,HOSPITAL PEDIATRICO BACA ORTIZ,356.160000,2022-04-26T00:00:00-05:00,Orden de compra CE-20220002199084,Orden de compra para adquirir los siguientes productos:  MASKING DE 3/4 PULG. X 40 YARDAS MULTIUSO,356.16
1964756,ocds-5wno2w-CE-20220002199068-40576,2022,4,selective,Catálogo electrónico - Mejor oferta,QUITO,PICHINCHA,Falconi Cisneros Jose Luis,HOSPITAL PEDIATRICO BACA ORTIZ,145.600000,2022-04-26T00:00:00-05:00,Orden de compra CE-20220002199068,Orden de compra para adquirir los siguientes productos:  PERFORADORA DE ESCRITORIO GRANDE,145.6
1964757,ocds-5wno2w-CE-20220002199070-40576,2022,4,selective,Catálogo electrónico - Mejor oferta,QUITO,PICHINCHA,Falconi Cisneros Jose Luis,HOSPITAL PEDIATRICO BACA ORTIZ,286.720000,2022-04-26T00:00:00-05:00,Orden de compra CE-20220002199070,Orden de compra para adquirir los siguientes productos:  TABLA PARA APUNTES (APOYAMANOS) PLASTICO,286.72
1964765,ocds-5wno2w-CE-20220002199085-40576,2022,4,selective,Catálogo electrónico - Mejor oferta,QUITO,PICHINCHA,COMPAÑIA GENERAL DE COMERCIO COGECOMSA S. A.,HOSPITAL PEDIATRICO BACA ORTIZ,26.040000,2022-04-26T00:00:00-05:00,Orden de compra CE-20220002199085,Orden de compra para adquirir los siguientes productos:  MARCADOR PARA CD,26.04
1964758,ocds-5wno2w-CE-20220002199072-40576,2022,4,selective,Catálogo electrónico - Mejor oferta,QUITO,PICHINCHA,COMPAÑIA GENERAL DE COMERCIO COGECOMSA S. A.,HOSPITAL PEDIATRICO BACA ORTIZ,49.280000,2022-04-26T00:00:00-05:00,Orden de compra CE-20220002199072,Orden de compra para adquirir los siguientes productos:  MARCADOR PERMANENTE ROJO PUNTA REDONDA,49.28
1964766,ocds-5wno2w-CE-20220002199086-40576,2022,4,selective,Catálogo electrónico - Mejor oferta,QUITO,PICHINCHA,Falconi Cisneros Jose Luis,HOSPITAL PEDIATRICO BACA ORTIZ,23.184560,2022-04-26T00:00:00-05:00,Orden de compra CE-20220002199086,Orden de compra para adquirir los siguientes productos:  SACAGRAPAS SEMI INDUSTRIAL,23.18456
1947400,ocds-5wno2w-SIE-CELGSR-06B-2022-238940,2022,5,open,Subasta Inversa Electrónica,CUENCA,AZUAY,,CORPORACION ELECTRICA DEL ECUADOR CELEC EP.,0.000000,2022-05-28T07:45:34-05:00,SIE-CELGSR-06B-2022-238940,GSR SERVICIO DE TRANSPORTE INSTITUCIONAL PARA EL PERSONAL DE LA UNIDAD DE NEGOCIO CELEC EP- GENSUR QUE LABORA EN LA CIUDAD DE LOJA”,
1937328,ocds-5wno2w-SIE-02-DDT-MIES-2022-20144,2022,4,open,Subasta Inversa Electrónica,TULCAN,CARCHI,,DIRECCION DISTRITAL 04D01-SAN PEDRO DE HUACA-TULCAN-MIES,56550.000000,2022-05-25T06:51:09-05:00,SIE-02-DDT-MIES-2022-20144,SERVICIO DE SEGURIDAD Y VIGILANCIA PARA LOS 5 CDI S DE ATENCIÓN DIRECTA DE LA DIRECCIÓN DISTRITAL,
1927703,ocds-5wno2w-SIE-CBE-001-2022-320888,2022,4,open,Subasta Inversa Electrónica,ESMERALDAS,ESMERALDAS,,CUERPO DE BOMBEROS DE ESMERALDAS,31300.000000,2022-06-02T07:15:44-05:00,SIE-CBE-001-2022-320888,ADQUISICIÓN DE COMPUTADORAS PARA LAS DIFERENTES ÁREAS ADMINISTRATIVAS Y OPERATIVAS DEL CBE,
1947398,ocds-5wno2w-SIE-CELBATAN-15-2022-2808,2022,5,open,Subasta Inversa Electrónica,QUITO,PICHINCHA,,CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA EL BATAN,0.000000,2022-06-07T07:05:36-05:00,SIE-CELBATAN-15-2022-2808,"ADQUISICION DE REACTIVOS PARA LAS AREAS DE INMUNO QUIMICA, HORMONAS Y URIANALISIS DEL LABORATORIO CLINICO DEL CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA EL BATAN",
1947406,ocds-5wno2w-SIE-CGFT-9-2022-2562,2022,5,open,Subasta Inversa Electrónica,QUITO,PICHINCHA,,FUERZA TERRESTRE ,10420.000000,2022-07-19T08:00:58-05:00,SIE-CGFT-9-2022-2562,ADQUISICIÓN DE UNIFORMES DEPORTIVOS PARA LOS DEPORTISTAS QUE CONFORMARAN LOS EQUIPOS DE LA FUERZA TERRESTRE,
1926410,ocds-5wno2w-SIE-CBSE-002-2022-222424,2022,4,open,Subasta Inversa Electrónica,SANTA ELENA,SANTA ELENA,,CUERPO DE BOMBEROS DE SANTA ELENA,33820.000000,2022-08-12T08:53:42-05:00,SIE-CBSE-002-2022-222424,ADQUISICION DE UNA CAMIONETA DOBLE CABINA 4x4 A DIESEL PARA EL CUERPO DE BOMBEROS DE SANTA ELENA,
1947892,ocds-5wno2w-CE-20220002159169-77384,2022,3,selective,Catálogo electrónico - Mejor oferta,ATAHUALPA,EL ORO,COMPAÑIA GENERAL DE COMERCIO COGECOMSA S. A.,GOBIERNO AUTONOMO DESCENTRALIZADO DEL CANTON ATAHUALPA,2.531424,2022-03-08T00:00:00-05:00,Orden de compra CE-20220002159169,Orden de compra para adquirir los siguientes productos:  GOMA LIQUIDA DE 120 CC,2.531424
1947893,ocds-5wno2w-CE-20220002159170-77384,2022,3,selective,Catálogo electrónico - Mejor oferta,ATAHUALPA,EL ORO,COMPAÑIA GENERAL DE COMERCIO COGECOMSA S. A.,GOBIERNO AUTONOMO DESCENTRALIZADO DEL CANTON ATAHUALPA,7.795200,2022-03-08T00:00:00-05:00,Orden de compra CE-20220002159170,Orden de compra para adquirir los siguientes productos:  SOBRE PARA CD PAQUETE X 100 UNIDADES,7.7952
1947407,ocds-5wno2w-SIE-CGREG-018-2022-232601,2022,5,open,Subasta Inversa Electrónica,SAN CRISTOBAL,GALAPAGOS,,CONSEJO DE GOBIERNO DEL REGIMEN ESPECIAL DE GALAPAGOS,14041.000000,2022-08-09T08:27:07-05:00,SIE-CGREG-018-2022-232601,"Compra de un navegador GPS y un Drone, para el fortalecimiento de la unidad de gestión de riesgo y ordenamiento territorial del CGREG",
1947374,ocds-5wno2w-SIE-5BI-2022-003-69973,2022,5,open,Subasta Inversa Electrónica,GUAYAQUIL,GUAYAS,,BRIGADA DE INFANTERIA N 5 GUAYAS,0.000000,2022-05-27T07:16:38-05:00,SIE-5BI-2022-003-69973,ADQUISICIÓN DEL EQUIPAMIENTO DE LA COCINA DEL FUERTE  MILITAR “HUANCAVILCA”,
1916811,ocds-5wno2w-SIE-D17D06-06-2022-77149,2022,4,open,Subasta Inversa Electrónica,QUITO,PICHINCHA,,DIRECCION DISTRITAL 17D06 CHILIBULO A LLOA SALUD,75538.180000,2022-08-12T08:53:49-05:00,SIE-D17D06-06-2022-77149,ADQUISICIÓN DE LOS MEDICAMENTOS  ANTIINFLAMATORIOS Y ANTIRREUMÁTICOS PARA LOS ESTABLECIMIENTOS DE SALUD DE LA DIRECCIÓN DISTRITAL 17D06 CHILIBULO A LLOA,
1930460,ocds-5wno2w-RE-PU-HECAM-010-2022-54651,2022,4,direct,Bienes y Servicios únicos,QUITO,PICHINCHA,,HOSPITAL DE ESPECIALIDADES CARLOS ANDRADE MARIN,75820.000000,2022-10-13T12:35:41-05:00,RE-PU-HECAM-010-2022-54651,ADQUISICIÓN DE REPUESTOS Y ACCESORIOS PARA MONITOR MULTIPARÁMETROS Y MONITORES FETALES DEL HOSPITAL DE ESPECIALIDADES CARLOS ANDRADE MARÍN,75820
1915422,ocds-5wno2w-RE-PU-HGISD-002-2022-519694,2022,4,direct,Bienes y Servicios únicos,SANTO DOMINGO,SANTO DOMINGO DE LOS TSACHILAS,,HOSPITAL GENERAL IESS SANTO DOMINGO,21525.000000,2022-10-13T12:35:45-05:00,RE-PU-HGISD-002-2022-519694,ADQUISICIÓN DE PLACAS RADIOGRÁFICAS PARA PROCESAMIENTO EN SECO PARA EL SERVICIO DE IMAGENOLOGÍA DEL HOSPITAL GENERAL IESS SANTO DOMINGO,21525
1914191,ocds-5wno2w-SIE-GADMLI-03-22-48254,2022,4,open,Subasta Inversa Electrónica,LIMON INDANZA,MORONA SANTIAGO,,Gobierno Autónomo Descentralizado Municipal de Limón Indanza,0.000000,2022-04-22T06:46:23-05:00,SIE-GADMLI-03-22-48254,"ADQUISICIÓN DE FILTROS, ACEITES E INSUMOS PARA LOS VEHÍCULOS LIVIANOS, PESADOS Y MAQUINARIA DEL GAD MUNICIPAL DE LIMÓN INDANZA",
1931056,ocds-5wno2w-CE-20220002160564-111359,2022,3,selective,Catálogo electrónico - Mejor oferta,BAÑOS DE AGUA SANTA,TUNGURAHUA,AUTOESPINOSA MOTORES AEMOTORS S.A,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE  RIO VERDE,159.532800,2022-03-09T00:00:00-05:00,Orden de compra CE-20220002160564,Orden de compra para adquirir los siguientes productos:  TACHO DE BASURA CON TAPA TIPO VAIVEN NEGRO 40 LT,159.5328
1930466,ocds-5wno2w-RE-RA-GADMCG-05-2022-79844,2022,4,direct,Repuestos o Accesorios,GUANO,CHIMBORAZO,,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON GUANO,24152.650000,2022-05-11T06:30:45-05:00,RE-RA-GADMCG-05-2022-79844,"ADQUISICIÓN DE REPUESTOS Y MANO DE OBRA PARA EL MANTENIMIENTO CORRECTIVO DEL RODILLO BOMAG No. 28, PROPIEDAD DEL GADM-CG",24152.65
1930469,ocds-5wno2w-RE-RA-HGLPS-02-2022-369788,2022,4,direct,Repuestos o Accesorios,SANTA ELENA,SANTA ELENA,,HOSPITAL GENERAL DR. LIBORIO PANCHANA SOTOMAYOR,171304.180000,2022-05-14T07:16:13-05:00,RE-RA-HGLPS-02-2022-369788,"ADQUISICIÓN DE TUBO DE RX, REPUESTOS Y SISTEMAS COMPLETO VITREA PARA EL EQUIPO DE TOMOGRAFIA MARCA TOSHIBA DEL HOSPITAL GENERAL DR LIBORIO PANCHANA SOTOMAYOR.",171304.18
1930475,ocds-5wno2w-R-SIE-HEP-023-2022-889479,2022,4,open,Subasta Inversa Electrónica,PORTOVIEJO,MANABI,,HOSPITAL DE ESPECIALIDADES PORTOVIEJO,0.000000,2022-05-19T06:43:16-05:00,R-SIE-HEP-023-2022-889479,"ADQUISICION DE JABÓN LÍQUIDO PARA LAS ÁREAS HOSPITALARIAS DEL HOSPITAL DE ESPECIALIDADES PORTOVIEJO, PERIODO 2022",
1926344,ocds-5wno2w-RE-RA-GADPN-007-2022-58415,2022,4,direct,Repuestos o Accesorios,TENA,NAPO,,GAD PROVINCIAL DE NAPO,70329.050000,2022-05-26T07:00:58-05:00,RE-RA-GADPN-007-2022-58415,ADQUISICIÓN DE REPUESTOS DEL TREN DE RODAJE PARA LA EXCAVADORA JCB #03 Y DE STOCK PARA LAS EXCAVADORAS CATERPILLAR 312DL Y 320DL DE PROPIEDAD DEL GAD PROVINCIAL DE NAPO.,70329.05
1930474,ocds-5wno2w-RSIE-09D14-09-2022-101441,2022,4,open,Subasta Inversa Electrónica,PEDRO CARBO,GUAYAS,,DIRECCION DISTRITAL DE SALUD NO 09D14,9381.200000,2022-05-25T06:51:08-05:00,RSIE-09D14-09-2022-101441,ADQUISICIÓN FORMULARIOS ESTADISTICOS DE LA HISTORIA CLINICA UNICA Y DOCUMENTOS PARA ATENCION AL USUARIO DEL DISTRITO 09D14 PEDRO CARBO – ISIDRO AYORA – LOMAS DE SARGENTILLO,
1916015,ocds-5wno2w-CE-20220002148403-43837,2022,2,selective,Catálogo electrónico - Mejor oferta,RIOBAMBA,CHIMBORAZO,IMPORFACTORY CIA. LTDA.,HOSPITAL GERIATRICO DOCTOR BOLIVAR ARGUELLO P,79.564800,2022-02-21T00:00:00-05:00,Orden de compra CE-20220002148403,Orden de compra para adquirir los siguientes productos:  ATOMIZADOR 500 CC,79.5648
1915200,ocds-5wno2w-CPC-EPMTMG-001-2022-432955,2022,4,,,GUAYAQUIL,GUAYAS,,"EMPRESA PUBLICA MUNICIPAL DE TRANSITO Y MOVILIDAD DE GUAYAQUIL, E.P.",,2022-04-06T00:00:00-05:00,,,
1915187,ocds-5wno2w-COTS-CNELGLR-01-2022-462114,2022,4,open,Cotización,GUAYAQUIL,GUAYAS,,EMPRESA ELÉCTRICA PÚBLICA ESTRATÉGICA CORPORACIÓN NACIONAL DE ELECTRICIDAD CNEL EP,0.000000,2022-06-04T07:20:37-05:00,COTS-CNELGLR-01-2022-462114,GLR ACTUALIZACION DE LA CARTOGRAFIA EN LA PLATAFORMA SIG DE CNEL EP UN GD,74946.08
1916016,ocds-5wno2w-CE-20220002148404-43837,2022,2,selective,Catálogo electrónico - Mejor oferta,RIOBAMBA,CHIMBORAZO,IMPORFACTORY CIA. LTDA.,HOSPITAL GERIATRICO DOCTOR BOLIVAR ARGUELLO P,6.888000,2022-02-21T00:00:00-05:00,Orden de compra CE-20220002148404,Orden de compra para adquirir los siguientes productos:  CEPILLO PARA LAVAR ROPA SIN AGARRADERA,6.888
1893834,ocds-5wno2w-MCS-DD07D04-001-2022-117858,2022,3,selective,Menor Cuantía,PIÑAS,EL ORO,,DIRECCION DISTRITAL 07D04-BALSAS-MARCABELI-PIÑAS-SALUD,16100.000000,2022-10-13T12:22:47-05:00,MCS-DD07D04-001-2022-117858,MANTENIMIENTO DE LA INFRAESTRUCTURA DEL HOSPITAL BASICO LUIS MOS COSO DE LA DIRECCION DISTRITAL 07D04 BALSAS MARCABELI PIÑAS SALUD,17804.73
1909999,ocds-5wno2w-RE-EP-EMAPAR-001-22-334029,2022,3,direct,Bienes y Servicios únicos,RIOBAMBA,CHIMBORAZO,,EMPRESA PUBLICA EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE RIOBAMBA EP-EMAPAR,19639.660000,2022-04-19T06:08:44-05:00,RE-EP-EMAPAR-001-22-334029,SERVICIO DE IMPLEMENTACIÓN Y AUTOMATIZACIÓN DE CALL CENTER CON HERRAMIENTAS TECNOLÓGICAS DE TEXTO Y VOZ PARA LA EP EMAPAR,19639.66
1915207,ocds-5wno2w-LCC-MIMG-027-2022-44856,2022,4,,,GUAYAQUIL,GUAYAS,,Municipalidad de Guayaquil,,2022-04-06T00:00:00-05:00,,,
1896334,ocds-5wno2w-COTS-MREMH-01-2022-2716,2022,3,open,Cotización,QUITO,PICHINCHA,,MINISTERIO DE RELACIONES EXTERIORES,371246.930000,2022-04-30T07:06:22-05:00,COTS-MREMH-01-2022-2716,ATENCIÓN DE EVENTOS PÚBLICOS Y OFICIALES PARA EL MINISTERIO DE RELACIONES EXTERIORES Y MOVILIDAD HUMANA,371246.93
1915188,ocds-5wno2w-COTS-CNTEP-115874-22-236009,2022,4,open,Cotización,QUITO,PICHINCHA,,CORPORACION NACIONAL DE TELECOMUNICACIONES,78222.350000,2022-07-28T08:31:01-05:00,COTS-CNTEP-115874-22-236009,SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO PARA LOS MONTACARGAS ELECTRICOS DE LA CNT EP,80174.49
1916017,ocds-5wno2w-CE-20220002148405-43837,2022,2,selective,Catálogo electrónico - Mejor oferta,RIOBAMBA,CHIMBORAZO,IMPORFACTORY CIA. LTDA.,HOSPITAL GERIATRICO DOCTOR BOLIVAR ARGUELLO P,178.752000,2022-02-21T00:00:00-05:00,Orden de compra CE-20220002148405,Orden de compra para adquirir los siguientes productos:  SUAVIZANTE DE ROPA GALON,178.752
1898143,ocds-5wno2w-CE-20220002139077-90024,2022,2,selective,Catálogo electrónico - Mejor oferta,NABON,AZUAY,TEXTIQUIM CIA. LTDA.,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL COCHAPATA,17.920000,2022-02-09T00:00:00-05:00,Orden de compra CE-20220002139077,Orden de compra para adquirir los siguientes productos:  DESINFECTANTE AMONIO CUATERNARIO GALON,17.92
